referenceDesignator,deployNum,deployYear,rawFile,rawSerialNumber
RS03AXPS-SF03A-3D-SPKIRA301,6,2020,https://rawdata.oceanobservatories.org/files/RS03AXPS/SF03A/SPKIRA301/2020/08/SPKIRA301_10.31.3.204_2101_20200808T0000_UTC.dat,244
RS03AXPS-SF03A-3D-SPKIRA301,7,2021,https://rawdata.oceanobservatories.org/files/RS03AXPS/SF03A/SPKIRA301/2021/08/SPKIRA301_10.31.3.204_2101_20210807T0000_UTC.dat,251
RS03AXPS-SF03A-3D-SPKIRA301,8,2022,https://rawdata.oceanobservatories.org/files/RS03AXPS/SF03A/SPKIRA301/2022/08/SPKIRA301_10.31.3.204_2101_20220815T0000_UTC.dat,244
RS03AXPS-SF03A-3D-SPKIRA301,9,2023,https://rawdata.oceanobservatories.org/files/RS03AXPS/SF03A/SPKIRA301/2023/08/SPKIRA301_10.31.3.204_2101_20230829T0000_UTC.dat,293
RS03AXPS-SF03A-3D-SPKIRA301,10,2024,https://rawdata.oceanobservatories.org/files/RS03AXPS/SF03A/SPKIRA301/2024/08/SPKIRA301_10.31.3.204_2101_20240815T0000_UTC.dat,244
RS03AXPS-SF03A-3D-SPKIRA301,11,2025,https://rawdata.oceanobservatories.org/files/RS03AXPS/SF03A/SPKIRA301/2025/08/SPKIRA301_10.31.3.204_2101_20250811T0000_UTC.dat,293
RS03AXPS-SF03A-4A-NUTNRA301,1,2014,https://rawdata.oceanobservatories.org/files/RS03AXPS/SF03A/NUTNRA301/2014/10/NUTNRA301_10.31.3.206_2101_20141007T2108_UTC.dat,379
RS03AXPS-SF03A-4A-NUTNRA301,2,2015,https://rawdata.oceanobservatories.org/files/RS03AXPS/SF03A/NUTNRA301/2015/07/NUTNRA301_10.31.3.206_2101_20150708T0000_UTC.dat,379
RS03AXPS-SF03A-4A-NUTNRA301,3,2016,https://rawdata.oceanobservatories.org/files/RS03AXPS/SF03A/NUTNRA301/2016/07/NUTNRA301_10.31.3.206_2101_20160715T0000_UTC.dat,379
RS03AXPS-SF03A-4A-NUTNRA301,4,2017,https://rawdata.oceanobservatories.org/files/RS03AXPS/SF03A/NUTNRA301/2017/07/NUTNRA301_10.31.3.206_2101_20170731T0453_UTC.dat,618
RS03AXPS-SF03A-4A-NUTNRA301,5,2019,https://rawdata.oceanobservatories.org/files/RS03AXPS/SF03A/NUTNRA301/2019/06/NUTNRA301_10.31.3.206_2101_20190616T1444_UTC.dat,618
RS03AXPS-SF03A-4A-NUTNRA301,6,2020,https://rawdata.oceanobservatories.org/files/RS03AXPS/SF03A/NUTNRA301/2020/08/NUTNRA301_10.31.3.206_2101_20200805T1650_UTC.dat,379
RS03AXPS-SF03A-4A-NUTNRA301,7,2021,https://rawdata.oceanobservatories.org/files/RS03AXPS/SF03A/NUTNRA301/2021/08/NUTNRA301_10.31.3.206_2101_20210804T1817_UTC.dat,618
RS03AXPS-SF03A-4A-NUTNRA301,8,2022,https://rawdata.oceanobservatories.org/files/RS03AXPS/SF03A/NUTNRA301/2022/08/NUTNRA301_10.31.3.206_2101_20220813T0051_UTC.dat,379
RS03AXPS-SF03A-4A-NUTNRA301,9,2023,https://rawdata.oceanobservatories.org/files/RS03AXPS/SF03A/NUTNRA301/2023/08/NUTNRA301_10.31.3.206_2101_20230826T1655_UTC.dat,618
RS03AXPS-SF03A-4A-NUTNRA301,10,2024,https://rawdata.oceanobservatories.org/files/RS03AXPS/SF03A/NUTNRA301/2024/08/NUTNRA301_10.31.3.206_2101_20240830T1503_UTC.dat,379
RS03AXPS-SF03A-4A-NUTNRA301,11,2025,https://rawdata.oceanobservatories.org/files/RS03AXPS/SF03A/NUTNRA301/2025/08/NUTNRA301_10.31.3.206_2101_20250808T1531_UTC.dat,618
RS03CCAL-MJ03F-11-PADCPA301,1,2021,none,-99999
RS03CCAL-MJ03F-12-CTDPFB305,1,2021,https://rawdata.oceanobservatories.org/files/RS03CCAL/MJ03F/CTDPFB305/2021/08/CTDPFB305_10.31.6.12_2101_20210828T1748_UTC.dat,327
RS03CCAL-MJ03F-12-CTDPFB305,,2022,none,-99999
RS03CCAL-MJ03F-12-CTDPFB305,4,2023,https://rawdata.oceanobservatories.org/files/RS03CCAL/MJ03F/CTDPFB305/2023/09/CTDPFB305_10.31.6.12_2101_20230913T0000_UTC.dat,327
RS03CCAL-MJ03F-12-CTDPFB305,5,2024,https://rawdata.oceanobservatories.org/files/RS03CCAL/MJ03F/CTDPFB305/2024/09/CTDPFB305_10.31.6.12_2101_20240901T1844_UTC.dat,602
RS03CCAL-MJ03F-12-CTDPFB305,6,2025,https://rawdata.oceanobservatories.org/files/RS03CCAL/MJ03F/CTDPFB305/2025/08/CTDPFB305_10.31.6.12_2101_20250824T0000_UTC.dat,327
RS03ECAL-MJ03E-12-CTDPFB306,1,2020,https://rawdata.oceanobservatories.org/files/RS03ECAL/MJ03E/CTDPFB306/2020/08/CTDPFB306_10.31.10.12_2101_20200820T1714_UTC.dat,321
RS03ECAL-MJ03E-12-CTDPFB306,2,2021,https://rawdata.oceanobservatories.org/files/RS03ECAL/MJ03E/CTDPFB306/2021/08/CTDPFB306_10.31.10.12_2101_20210828T0000_UTC.dat,326
RS03ECAL-MJ03E-12-CTDPFB306,3,2022,https://rawdata.oceanobservatories.org/files/RS03ECAL/MJ03E/CTDPFB306/2022/08/CTDPFB306_10.31.10.12_2101_20220816T1917_UTC.dat,321
RS03ECAL-MJ03E-12-CTDPFB306,4,2023,https://rawdata.oceanobservatories.org/files/RS03ECAL/MJ03E/CTDPFB306/2023/09/CTDPFB306_10.31.10.12_2101_20230917T1547_UTC.dat,326
RS03ECAL-MJ03E-12-CTDPFB306,5,2024,https://rawdata.oceanobservatories.org/files/RS03ECAL/MJ03E/CTDPFB306/2024/09/CTDPFB306_10.31.10.12_2101_20240902T0000_UTC.dat,321
RS03ECAL-MJ03E-12-CTDPFB306,6,2025,https://rawdata.oceanobservatories.org/files/RS03ECAL/MJ03E/CTDPFB306/2025/08/CTDPFB306_10.31.10.12_2101_20250820T0000_UTC.dat,326
RS03INT2-MJ03D-11-CTDPFB307,1,2024,https://rawdata.oceanobservatories.org/files/RS03INT2/MJ03D/CTDPFB307/2024/09/CTDPFB307_10.31.9.11_2101_20240901T0336_UTC.dat,601
RS03INT2-MJ03D-11-CTDPFB307,2,2025,https://rawdata.oceanobservatories.org/files/RS03INT2/MJ03D/CTDPFB307/2025/08/CTDPFB307_10.31.9.11_2101_20250824T0056_UTC.dat,325
